"","","","","","","","","","","","","","","","GOOGLE — Landing Page","","","","","","","","","","",""
"","","Obs.","","","","","","","","","","","","","Invest.
(R$)","","","","","","","","","","",""
"","01/09/2026","","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 35,91","","R$ 0,00","","","R$ 0,00","R$ 35,91","0","R$ 0,00","","","","","",""
"","02/09/2026","","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 54,77","","R$ 0,00","","","R$ 0,00","R$ 54,77","0","R$ 0,00","","","","","",""
"","03/09/2026","","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 61,22","","R$ 0,00","","","R$ 0,00","R$ 61,22","0","R$ 0,00","","","","","",""
"","04/09/2026","","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 0,00","0","R$ 0,00","","","","","",""
"","05/09/2026","","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 0,00","0","R$ 0,00","","","","","",""
"","06/09/2026","","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 0,00","0","R$ 0,00","","","","","",""
"","07/09/2026","","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 0,00","0","R$ 0,00","","","","","",""
"","08/09/2026","","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 0,00","0","R$ 0,00","","","","","",""
"","09/09/2026","","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 0,00","0","R$ 0,00","","","","","",""
"","10/09/2026","","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 0,00","0","R$ 0,00","","","","","",""
