"","","","","","","","","","","","","","","","GOOGLE — Landing Page","","","","","","","","","","",""
"","","Obs.","","","","","","","","","","","","","Invest.
(R$)","","","","","","","","","","",""
"","01/09/2026","","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 35,91","10","R$ 3,59","","","R$ 0,00","R$ 35,91","0","R$ 0,00","","","","","",""
"","02/09/2026","","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 54,77","10","R$ 5,48","","","R$ 0,00","R$ 54,77","0","R$ 0,00","","","","","",""
"","03/09/2026","","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 61,22","16","R$ 3,83","","","R$ 0,00","R$ 61,22","0","R$ 0,00","","","","","",""
"","04/09/2026","","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 33,38","10","R$ 3,34","","","R$ 0,00","R$ 33,38","0","R$ 0,00","","","","","",""
"","05/09/2026","","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 22,77","9","R$ 2,53","","","R$ 0,00","R$ 22,77","0","R$ 0,00","","","","","",""
"","06/09/2026","","","","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 40,86","17","R$ 2,40","","","R$ 0,00","R$ 40,86","0","R$ 0,00","","","","","",""
"","07/09/2026","","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 0,00","0","R$ 0,00","","","","","",""
"","08/09/2026","","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 0,00","0","R$ 0,00","","","","","",""
"","09/09/2026","","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 0,00","0","R$ 0,00","","","","","",""
"","10/09/2026","","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","","","R$ 0,00","","","R$ 0,00","R$ 0,00","0","R$ 0,00","","","","","",""
