"","","","","","","","","","","","","","","","GOOGLE — Landing Page","","","","","","","","","","",""
"","","Obs.","","","","","","","","","","","","","Invest.
(R$)","","","","","","","","","","",""
"","01/04/2026","","R$ 125,31","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 23,95","0","R$ 0,00","","","R$ 0,00","R$ 125,31","0","R$ 0,00","","","","","",""
"","02/04/2026","","R$ 89,06","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","","","R$ 0,00","R$ 89,06","0","R$ 0,00","","","","","",""
"","03/04/2026","","R$ 83,66","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","","","R$ 0,00","R$ 83,66","0","R$ 0,00","","","","","",""
"","04/04/2026","","R$ 81,07","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","","","R$ 0,00","R$ 81,07","0","R$ 0,00","","","","","",""
"","05/04/2026","","R$ 93,17","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","","","R$ 0,00","R$ 93,17","0","R$ 0,00","","","","","",""
"","06/04/2026","","R$ 98,60","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","","","R$ 0,00","R$ 98,60","0","R$ 0,00","","","","","",""
"","07/04/2026","","R$ 78,59","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","","","R$ 0,00","R$ 78,59","0","R$ 0,00","","","","","",""
"","08/04/2026","","R$ 80,21","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 0,00","0","R$ 0,00","R$ 30,85","6","R$ 5,14","","","R$ 0,00","R$ 80,21","0","R$ 0,00","","","","","",""
